path,size_bytes,sha256
lessons/036-truth-tables-and-boolean-expressions.md,5470,c16fd28aca8c3ea01e22cbe02716c593c7d4114a0d0f45a1410716c4e46f4048
lessons/037-building-logic-circuits-from-requirements.md,5606,e75bef4cde97279fe9e7cd165192c65f3fecea4f7d57848cbb8ad4d4939897de
lessons/038-hardware-selection-for-different-users.md,5732,89a6efaadc26ad5811d0a88a664d64e924de695d1ab0396205e49c9a56ecea9c
lessons/039-environmental-and-reliability-considerations-in-hardware.md,5784,ee9813bf62e464a81f390314cde09714168fd9295115557f272d017f9ce3886d
lessons/040-section-3-review-compare-justify-calculate.md,5623,beeaf9b1ad63acc0810c98ceef9b47b861aed57bd8b606a89d2f1c25218a5768
lessons/041-cpu-architecture-alu-cu-registers-buses-and-clock.md,12387,89071999c47b95b21b61895b3eedd94f404075f627afd967768ff51312b4efe4
lessons/042-the-fetch-decode-execute-cycle.md,13079,e6d3ef4bb8f5fa52849d1fd806759e576ca311b8816d4c67fb616a10c8885438
lessons/043-registers-pc-cir-mar-mdr-acc-and-status-register.md,9754,a96c434815c558f22d66e0289ce27e87b11b03be9722a85327c4d708d37b2eb4
lessons/044-system-buses-address-data-and-control.md,9946,040eff3136d05474c53a39ee4681e49963ec61d24afeddfac2f92adf57d2ddd2
lessons/045-instruction-sets-and-machine-code.md,9764,f342d4598f66dc18d85e62813be05d6b7504e9a78308e2bb919672fe010d367a
lessons/046-assembly-language-basics-and-mnemonics.md,11664,4eba3a453b831ce5e50a5be4ac7530f3566c494dd538fce362463ee69ab56884
lessons/047-addressing-modes-and-operand-interpretation.md,9597,6a16fb6bbb87edf4de449224b44e84338e10c7f2347bb823ec0304f94417f17c
lessons/048-interrupts-and-interrupt-service-routines.md,9904,1ed66838245ea871e2e3082e2f91b820092fd2a7e76cf3b3458869ffac9376fb
lessons/049-performance-factors-cores-cache-clock-speed-and-word-length.md,10477,f361c05f0fed10b6b1810826064653d55e9c1eb5b5735d058e015c930eab2490
lessons/050-pipelining-and-why-faster-is-not-always-simpler.md,7502,6370123d0789578a3d5f9e7407905169087b3c732ef5863135071f33b22e1f87
lessons/051-section-4-review-tracing-processor-behaviour.md,7036,86a5fbe0317f6a207170313fc56130ed18c4655d9b008be4d28fbc03a6d4869d
lessons/052-system-software-overview-operating-systems-utility-software-and-transl.md,11130,1dce97a9878b752fff776ab21f0e2ebe3be0602087022e1d5ed208582c6ee149
lessons/053-operating-system-roles-process-memory-file-and-device-management.md,10063,5727b5530787fece7831ef81a8fd0ab25bd686342f31481b5bd2427df36e873a
lessons/054-user-interfaces-command-line-graphical-menu-driven-and-natural-languag.md,11513,87be7bbf2bc885a8875a5cb6529259154bd01641f789ba471320d4f1e4a7613a
lessons/055-utility-software-backup-compression-encryption-defragmentation-and-ant.md,12421,09ae918cbdd061f39c25f8e3370b6e1e73a85a973efd53887eb56b4f9fdb7464
lessons/056-compilers-interpreters-and-assemblers.md,10827,3ee0069a1e5d4be082670f60f66c538378051b9b77ce8e71a9067dd27d71aefe
lessons/057-compilation-stages-lexical-analysis-to-object-code.md,7472,79ed58a9a2f13c8fc2cd65e99284cd4084cb85a09ca158ddfd4c409ed6fe1eaf
lessons/058-linkers-loaders-and-libraries.md,7416,b0fd184e978e70cfda696fc093b3942edf03877e524271a9467a534d45f29842
lessons/059-error-types-syntax-logic-runtime-and-translation-diagnostics.md,7701,00b01c28683fc15fd8ac8854181fe7d14c6ccf3223b94325746385371aafa72a
lessons/060-choosing-translation-approaches-for-development-and-deployment.md,7988,51eb2c8cd826e617d546e07857e2620ffa62511e9c280c3f28832bb834392587
lessons/061-section-5-review-precise-software-comparisons.md,5761,aebffc95bf3b404e5a9829152b4c725933ecf9530900bc3cd885e7b47a77a92a
lessons/062-security-goals-confidentiality-integrity-availability-and-authenticity.md,10297,fa8aec79b37ba45ccb9c0d2d8db81b0aa998869b7f56500e409bab0398ba144a
lessons/063-malware-types-and-social-engineering.md,11849,f9dd46ab4a37171b5a2c976afcfb65defd5c79da5695b98250457d4f8a13b07f
lessons/064-hacking-phishing-pharming-and-denial-of-service-attacks.md,12129,232eee9e66eb0b9fb2ed0df4fb6b5205628e7fae7383347841fd95b73b41919d
lessons/065-authentication-passwords-biometrics-tokens-and-multi-factor-authentica.md,12316,9f9d560e86e5955669830760407c11ace06a336fdf493b34773cd3ca4e586160
lessons/066-access-rights-permissions-and-least-privilege.md,11236,991e094f1dc31b08e2de1278555347b5413fed3fdda84a7ded048a743e737dc9
lessons/067-encryption-hashing-and-digital-certificates.md,10945,b7e727b1dab94b2cb7e252d3c511fbb7ed026d33016e91aa0edf1ca329e7b59d
lessons/068-firewalls-proxies-and-network-monitoring.md,10956,28b2f4df59d320c92a6b6222d2fcde600e1523576ca47f84f775bda8705397cc
lessons/069-data-validation-and-verification.md,12679,c9233925b1c9af27b5166fe806d0092c0b9faa3a27055f7d6599ae3ede7579fa
lessons/070-backup-strategies-disaster-recovery-and-audit-trails.md,7966,b323c11198d7571fff2c4b75bcaf231cbd19b6a5155e0e94f9611800c1566d82
lessons/071-section-6-review-matching-risks-to-controls.md,7115,68a7f61e6d4cb2565c4487a33f7812099e880e53bdad4bc90f6204353952268f
lessons/072-ethical-issues-in-computer-science-decisions.md,11045,21a39335c31b54f4d58010e38354319885709a76eb9714929c5c32cd86fe05fd
lessons/073-privacy-surveillance-and-data-protection.md,7784,ed8c4ea413542f6a9c23c27e4674f5fb2a43a6ba7d4050f3edff4c87e886c876
lessons/074-intellectual-property-copyright-patents-and-licensing.md,12299,79acd7ef7020d1600db8437cb2e9a38ded6e7099602380e1e7f5846c08b2a24a
lessons/075-open-source-proprietary-software-and-ownership-trade-offs.md,9880,2f300dd3c42453fefffab7311406a646acb633c3d335c564709e529f43f5ecab
lessons/076-environmental-and-social-impacts-of-computing.md,9829,a356248fcb74207911ed6616298db5fe7b4fe7fe4c9192d2c531afc0ca720752
lessons/077-section-7-review-balanced-evaluation-answers.md,10791,d81066f4e6674b20d4edc7005d2aace00bb99f2897804c2060598b9646bd119b
lessons/078-data-information-databases-and-dbms-roles.md,10101,1d87972ab2849cfac2a4f8fe1b4bdbb7dc06566fc466b6751ff307e38a1464df
lessons/079-flat-file-databases-vs-relational-databases.md,13022,b6bdb71923018a7cd45c4d1fb28bbb1660cca371fad4a26d2a4e734a56d307f1
lessons/080-tables-records-fields-data-types-and-constraints.md,16276,aafdcf651223dfc6d3f8f114810d6c64569b164c7412f1b7dd7b206a4eaf507a
lessons/081-primary-keys-foreign-keys-and-relationships.md,6623,08b1c2197451c4a472459385417eed930189d1a1ceb001737e1f2082a8774599
lessons/082-entity-relationship-modelling.md,7005,fdec7692a8a25a0fe874da44d975b296fdccae232e3b5730c0eb1a6e64209a27
lessons/083-normalisation-avoiding-duplication-and-update-problems.md,8167,fb88643c0131f8dd807310ca85f58e30251ee34c5c93a9821a65725148411d91
lessons/084-sql-select-from-where.md,7704,c2ba4f70f46d097d43e90da7e8cc79ca0316da5d0b055f526a0618c775ffa5f1
lessons/085-sql-order-by-aggregate-functions-and-group-by.md,9080,905c2a647cf94e5f9a8285df4a307c7efa728e767df98d6a6990e91f37db2304
lessons/086-sql-joins-using-related-tables.md,4982,86f44d71a5792357ef1e8f9053e79a86f9095f4e1f40af69884fb65deddc4945
lessons/087-sql-insert-update-and-delete.md,7081,1a15787626806d8339145c01f667defee6061ce86dac48d21837c65948055149
lessons/088-validation-verification-security-and-backup-in-databases.md,6317,336619f68e1983168e8bb6d3d8a2043410ae9b73d2b7d4b1907f516d5e5ec026
lessons/089-section-8-review-designing-and-querying-relational-data.md,9861,e3ad95433587a0ad6c0a76e45b53ad04d0815f929361ee2c426d6b264bc372df
lessons/090-paper-1-review-representation-and-communication.md,6077,efc9b56e1771aebdb15eeb1cfb53f8c23d1110c2a3324b7df5948ede4936a47f
lessons/091-paper-1-review-hardware-and-processor-fundamentals.md,5647,4b5ecabaef4d11621a98a2b8fbe1f5ea5340bd350b07eeeb2107912e3dfca9fd
lessons/092-paper-1-review-system-software-and-security.md,6260,2f300c943ed1f19477f5385bd954994121cb404e1111664024bc07da28dcd97b
lessons/093-paper-1-review-ethics-and-databases.md,6534,008c976db1139e71710806ce5a399ee69ea273d7d3143e12783396e749081aa0
lessons/094-paper-1-mixed-question-strategy.md,6741,0e33cd046372722d77eecdeee2ecdc9da7f92ff1814d99fd8f4a2513a7e1ba1e
lessons/095-paper-1-timed-short-answer-practice.md,6985,12805d88143d71279b875c9306f4b2e9882594dde26175405d4b26c642890c65
